"","x"
"7419","CA"
"7420",NA
"7421",NA
"7422",NA
"7423",NA
"7424",NA
"7425","SE"
"7426","SE"
"7427","US"
"7428","US"
"7429","ZA"
"7430","GB"
"7431","US"
"7432","CA"
"7433","CA"
"7434","US"
"7435","US"
"7436","GB"
"7437","GB"
"7438","IN"
"7439","IN"
"7440","IN"
"7441",NA
"7442","PH"
"7443","PH"
"7444","PH"
"7445","PH"
"7446","PH"
"7447",NA
"7448","AU"
"7449","ZA"
"7450","AU"
"7451","AU"
"7452","ES"
"7453","ES"
"7454","US"
"7455","US"
"7456","US"
"7457","US"
"7458","US"
"7459",NA
"7460","AU"
"7461",NA
"7462",NA
"7463","US"
"7464","CA"
"7465","CA"
"7466","CA"
"7467","CA"
"7468","CA"
"7469","CA"
"7470","CA"
"7471","US"
"7472","US"
"7473","US"
"7474","CA"
"7475","CH"
"7476","CH"
"7477","ZA"
"7478","SE"
"7479","ZA"
"7480","SE"
"7481",NA
"7482",NA
"7483","CA"
"7484","GB"
"7485","CA"
"7486","CA"
"7487",NA
"7488","ZW"
"7489","ZW"
"7490",NA
"7491","ZW"
"7492","DK"
"7493","CA"
"7494","CA"
"7495","CA"
"7496","CA"
"7497","CA"
"7498","DE"
"7499","CA"
"7500","CA"
"7501","AR"
"7502","US"
"7503","DE"
"7504","DE"
"7505","DE"
"7506","RU"
"7507","DE"
"7508","DE"
"7509","AU"
"7510","AU"
"7511","AU"
"7512","JP"
"7513","GR"
"7514","GR"
"7515",NA
"7516","CA"
"7517","CA"
"7518","CA"
"7519","US"
"7520","IN"
"7521","IN"
"7522","IN"
"7523","GB"
"7524","BD"
"7525","GB"
"7526",NA
"7527","BO"
"7528","BO"
"7529","BO"
"7530","BO"
"7531",NA
"7532","AU"
"7533","CN"
"7534",NA
"7535","US"
"7536","TW"
"7537","TW"
"7538","TW"
"7539","TW"
"7540","TW"
"7541","BR"
"7542","BR"
"7543",NA
"7544","ET"
"7545","ET"
"7546","AU"
"7547",NA
"7548","ES"
"7549","ES"
"7550",NA
"7551","US"
"7552",NA
"7553","BE"
"7554","BE"
"7555","BO"
"7556","BE"
"7557","ZA"
"7558","KE"
"7559","KE"
"7560","CA"
"7561","CA"
"7562","GH"
"7563","GH"
"7564","GH"
"7565","GH"
"7566","GH"
"7567","NZ"
"7568","US"
"7569","NZ"
"7570","ES"
"7571","SG"
"7572","JP"
"7573","LS"
"7574","GB"
"7575",NA
"7576",NA
"7577","ID"
"7578",NA
"7579","GB"
"7580","GB"
"7581","GB"
"7582","GB"
"7583","GB"
"7584","GB"
"7585","GB"
"7586","CH"
"7587","GB"
"7588","GB"
"7589","CH"
"7590","US"
"7591","US"
"7592","GB"
"7593","FR"
"7594","GB"
"7595","AU"
"7596","DK"
"7597","US"
"7598","GB"
"7599","GB"
"7600","GB"
"7601","GB"
"7602","GB"
"7603","GB"
"7604","GB"
"7605","US"
"7606","US"
"7607","GB"
"7608","IT"
"7609","US"
"7610",NA
"7611","GB"
"7612","GB"
"7613","GB"
"7614","GB"
"7615","GB"
"7616","US"
"7617","GB"
"7618","GB"
"7619","ES"
"7620","ES"
"7621","ES"
"7622","US"
"7623","KE"
"7624","US"
"7625","US"
"7626","US"
"7627","GB"
"7628","GB"
"7629","GB"
"7630","TH"
"7631","US"
"7632","US"
"7633","PE"
"7634","US"
"7635","AU"
"7636",NA
"7637","GB"
"7638","GB"
"7639","ZA"
"7640","ZA"
"7641","CH"
"7642","CH"
"7643","CH"
"7644","AU"
"7645","AU"
"7646","AU"
"7647","AU"
"7648","AU"
"7649","AU"
"7650","CA"
"7651","CA"
"7652","ES"
"7653","ES"
"7654","ES"
"7655","ES"
"7656","ES"
"7657","ES"
"7658","BR"
"7659","BR"
"7660",NA
"7661","BR"
"7662","BR"
"7663","CA"
"7664","CA"
"7665","IN"
"7666","IN"
"7667","NZ"
"7668","NZ"
"7669","DE"
"7670","DE"
"7671","DE"
"7672","BR"
"7673","BR"
"7674","BR"
"7675","BR"
"7676","BR"
"7677","BR"
"7678","BR"
"7679","BR"
"7680","US"
"7681","NP"
"7682","CN"
"7683","BT"
"7684","US"
"7685",NA
"7686","AU"
"7687","US"
"7688","US"
"7689","US"
"7690","NZ"
"7691","NZ"
"7692","NZ"
"7693","FR"
"7694","ID"
"7695","ID"
"7696","ID"
"7697",NA
"7698","ZA"
"7699","ZA"
"7700","ZA"
"7701","US"
"7702",NA
"7703","GB"
"7704","US"
"7705","US"
"7706","TZ"
"7707","US"
"7708","CA"
"7709","KG"
"7710","CA"
"7711","CA"
"7712",NA
"7713","US"
"7714",NA
"7715","DE"
"7716","CO"
"7717","CO"
"7718","CO"
"7719",NA
"7720",NA
"7721","CA"
"7722","CA"
"7723","CA"
"7724","US"
"7725","EE"
"7726","EE"
"7727","EE"
"7728","US"
"7729","US"
"7730","US"
"7731","US"
"7732","US"
"7733","US"
"7734","SE"
"7735","CM"
"7736",NA
"7737","DE"
"7738","CA"
"7739","CA"
"7740","PE"
"7741","PE"
"7742","CA"
"7743","PE"
"7744","CA"
"7745","CA"
"7746","CA"
"7747","ES"
"7748",NA
"7749","PE"
"7750","BO"
"7751","US"
"7752","AU"
"7753","AU"
"7754","AU"
"7755","AU"
"7756","AU"
"7757",NA
"7758",NA
"7759",NA
"7760","GB"
"7761","US"
"7762",NA
"7763",NA
"7764","IN"
"7765","IN"
"7766","IN"
"7767","IN"
"7768","CA"
"7769","CA"
"7770",NA
"7771","AU"
"7772","AU"
"7773","BE"
"7774","US"
"7775","US"
"7776","US"
"7777","SE"
"7778","SE"
"7779","IN"
"7780","US"
"7781","CA"
"7782","MX"
"7783",NA
"7784","MX"
"7785",NA
"7786","MX"
"7787",NA
"7788","MX"
"7789","MX"
"7790","NI"
"7791",NA
"7792","MX"
"7793","US"
"7794","US"
"7795","US"
"7796","ES"
"7797","GB"
"7798","ES"
"7799","MX"
"7800","GB"
"7801","GB"
"7802","GB"
"7803","GB"
"7804","US"
"7805","US"
"7806","US"
"7807","CN"
"7808","US"
"7809","US"
"7810",NA
"7811",NA
"7812",NA
"7813",NA
"7814",NA
"7815",NA
"7816","CA"
"7817",NA
"7818","CA"
"7819","CA"
"7820","IN"
"7821",NA
"7822","GB"
"7823","AU"
"7824","CH"
"7825","BR"
"7826","CA"
"7827","BR"
"7828","BR"
"7829","CA"
"7830","CA"
"7831","CA"
"7832","CA"
"7833","CA"
"7834","PT"
"7835",NA
"7836","PT"
"7837","CA"
"7838","CA"
"7839","CA"
"7840","MX"
"7841",NA
"7842","BE"
"7843","US"
"7844","US"
"7845","US"
"7846","CA"
"7847","CA"
"7848","CA"
"7849","CA"
"7850","AU"
"7851","VN"
"7852","VN"
"7853","AU"
"7854","BE"
"7855","BR"
"7856","CA"
"7857","CA"
"7858","US"
"7859","US"
"7860","GB"
"7861","AE"
"7862","AE"
"7863","AE"
"7864","US"
"7865","FI"
"7866",NA
"7867","US"
"7868","RU"
"7869","RU"
"7870","IN"
"7871","IN"
"7872","US"
"7873","US"
"7874","GY"
"7875","US"
"7876","US"
"7877","US"
"7878","CI"
"7879","US"
"7880","ML"
"7881","AU"
"7882",NA
"7883","AU"
"7884",NA
"7885",NA
"7886","US"
"7887","CA"
"7888",NA
"7889","CA"
"7890","US"
"7891","US"
"7892","US"
"7893","US"
"7894","US"
"7895","US"
"7896","CA"
"7897","CA"
"7898","GB"
"7899","SI"
"7900","CA"
"7901","AU"
"7902",NA
"7903","DE"
"7904","BJ"
"7905","BJ"
"7906","BJ"
"7907","BJ"
"7908","BJ"
"7909","BJ"
"7910","BJ"
"7911","CA"
"7912","CA"
"7913","CA"
"7914","CA"
"7915","CA"
"7916","CA"
"7917","CA"
"7918","FR"
"7919","FR"
"7920","CM"
"7921","FR"
"7922","NO"
"7923","NO"
"7924","NO"
"7925","NO"
"7926","JP"
"7927","US"
"7928",NA
"7929",NA
"7930",NA
"7931","KE"
"7932","US"
"7933",NA
"7934","US"
"7935","KE"
"7936","NP"
"7937","FR"
"7938","FR"
"7939",NA
"7940","AU"
"7941","US"
"7942","US"
"7943","US"
"7944","US"
"7945","US"
"7946","US"
"7947","US"
"7948","US"
"7949","GB"
"7950","NO"
"7951","DK"
"7952","DK"
"7953","AU"
"7954","AU"
"7955","AU"
"7956","AU"
"7957","NL"
"7958","US"
"7959","NO"
"7960","NO"
"7961","CA"
"7962","US"
"7963","DK"
"7964","ES"
"7965","DK"
"7966","ES"
"7967","US"
"7968","ES"
"7969","US"
"7970","US"
"7971",NA
"7972","CA"
"7973","CA"
"7974","CA"
"7975","IN"
"7976","IN"
"7977","IN"
"7978","IN"
"7979","IN"
"7980","DE"
"7981","DE"
"7982","DE"
"7983","CA"
"7984","CA"
"7985","CA"
"7986","CA"
"7987","CA"
"7988","PH"
"7989","PH"
"7990","BR"
"7991","BR"
"7992","BR"
"7993","BR"
"7994","BR"
"7995","BR"
"7996","US"
"7997",NA
"7998","BR"
"7999","BR"
"8000","BR"
"8001","BR"
"8002","BR"
"8003","JP"
"8004","JP"
"8005","AU"
"8006","AU"
"8007","AU"
"8008","AU"
"8009","AU"
"8010","AU"
"8011","US"
"8012","US"
"8013","PA"
"8014","US"
"8015","US"
"8016","AU"
"8017","AU"
"8018","AU"
"8019","AU"
"8020","AU"
"8021","AU"
"8022","CA"
"8023","CA"
"8024","CA"
"8025","CA"
"8026","AR"
"8027","AR"
"8028",NA
"8029",NA
"8030",NA
"8031","BR"
"8032","BR"
"8033",NA
"8034","BR"
"8035","BR"
"8036","BR"
"8037","MX"
"8038","MX"
"8039","MX"
"8040","ZA"
"8041","NL"
"8042","ZA"
"8043","ZA"
"8044","ZA"
"8045","US"
"8046","US"
"8047","PA"
"8048","VN"
"8049","AU"
"8050","AU"
"8051",NA
"8052","BR"
"8053","BR"
"8054","BR"
"8055","US"
"8056",NA
"8057",NA
"8058","SE"
"8059","SE"
"8060","SE"
"8061",NA
"8062",NA
"8063",NA
"8064",NA
"8065","US"
"8066","US"
"8067","ES"
"8068","ES"
"8069","ES"
"8070","ES"
"8071","ES"
"8072","ES"
"8073","ES"
"8074","IN"
"8075","ES"
"8076","US"
"8077","US"
"8078","US"
"8079","US"
"8080","US"
"8081",NA
"8082","CA"
"8083",NA
"8084","US"
"8085","US"
"8086","ID"
"8087","ES"
"8088","GB"
"8089","US"
"8090","US"
"8091",NA
"8092","ES"
"8093","BR"
"8094","BR"
"8095","BR"
"8096","PE"
"8097","ID"
"8098","ID"
"8099",NA
"8100","AU"
"8101",NA
"8102",NA
"8103","ID"
"8104","BO"
"8105","CM"
"8106","AU"
"8107","US"
"8108","US"
"8109","US"
"8110","US"
"8111","US"
"8112","US"
"8113","US"
"8114","US"
"8115","US"
"8116","US"
"8117","GB"
"8118","GB"
"8119","GB"
"8120","BR"
"8121","ES"
"8122","ES"
"8123","ES"
"8124","ES"
"8125","ES"
"8126","BR"
"8127",NA
"8128",NA
"8129",NA
"8130","US"
"8131","US"
"8132","US"
"8133","US"
"8134",NA
"8135",NA
"8136",NA
"8137",NA
"8138","NZ"
"8139","US"
"8140",NA
"8141",NA
"8142",NA
"8143",NA
"8144",NA
"8145",NA
"8146","US"
"8147",NA
"8148",NA
"8149",NA
"8150","CA"
"8151",NA
"8152","CA"
"8153","CA"
"8154","CA"
"8155",NA
"8156",NA
"8157","CA"
"8158","CA"
"8159","CN"
"8160","ZA"
"8161","BR"
"8162","US"
"8163","CN"
"8164","HK"
"8165","IL"
"8166","US"
"8167","IL"
"8168","ZA"
"8169","ZA"
"8170","AU"
"8171","AU"
"8172","IT"
"8173","IL"
"8174","ES"
"8175","ES"
"8176","ES"
"8177","NO"
"8178","NO"
"8179","US"
"8180","US"
"8181","NZ"
"8182","CA"
"8183","CA"
"8184","CA"
"8185","CA"
"8186","CA"
"8187","CA"
"8188","CA"
"8189","CA"
"8190","CA"
"8191",NA
"8192","BR"
"8193","BR"
"8194","BR"
"8195","BR"
"8196","BR"
"8197",NA
"8198","BR"
"8199","BR"
"8200","BR"
"8201","BR"
"8202","BR"
"8203",NA
"8204",NA
"8205",NA
"8206","US"
"8207","US"
"8208","US"
"8209",NA
"8210","EE"
"8211","EE"
"8212","EE"
"8213","EE"
"8214","CA"
"8215","BE"
"8216","NP"
"8217","NP"
"8218","NP"
"8219","NP"
"8220","NP"
"8221","US"
"8222","CA"
"8223","CA"
"8224","NL"
"8225",NA
"8226","CF"
"8227","JP"
"8228","AU"
"8229",NA
"8230","AU"
"8231","AU"
"8232",NA
"8233","JP"
"8234","AU"
"8235","PK"
"8236","US"
"8237","US"
"8238",NA
"8239","CN"
"8240","CN"
"8241","CN"
"8242",NA
"8243","NZ"
"8244","PH"
"8245",NA
"8246","US"
"8247",NA
"8248",NA
"8249","US"
"8250","IN"
"8251","IN"
"8252",NA
"8253","ZA"
"8254","ZA"
"8255","BR"
"8256","BR"
"8257",NA
"8258",NA
"8259",NA
"8260",NA
"8261",NA
"8262","US"
"8263","US"
"8264","CA"
"8265","ID"
"8266","ID"
"8267","ID"
"8268","CA"
"8269","ID"
"8270","NO"
"8271","ID"
"8272","DK"
"8273",NA
"8274","US"
"8275","US"
"8276","US"
"8277","AU"
"8278","AU"
"8279","PH"
"8280","US"
"8281","US"
"8282","US"
"8283","NZ"
"8284","CA"
"8285","US"
"8286","CA"
"8287","NZ"
"8288","GB"
"8289","GB"
"8290","GB"
"8291","GB"
"8292","GB"
"8293","CA"
"8294","PL"
"8295","IT"
"8296","IT"
"8297","IT"
"8298","IT"
"8299","IT"
"8300","AU"
"8301","AU"
"8302","AU"
"8303","AU"
"8304","AU"
"8305","AU"
"8306",NA
"8307",NA
"8308",NA
"8309","CA"
"8310","CA"
"8311",NA
"8312","CA"
"8313","CA"
"8314","US"
"8315","US"
"8316","US"
"8317","BO"
"8318","BO"
"8319","BO"
"8320","BO"
"8321","BO"
"8322","CM"
"8323","CM"
"8324","CM"
"8325","CM"
"8326","US"
"8327","DE"
"8328","IN"
"8329","IN"
"8330","IN"
"8331","ES"
"8332","ES"
"8333","ES"
"8334","ES"
"8335","ES"
"8336","ES"
"8337","ES"
"8338","ES"
"8339","US"
"8340",NA
"8341","CA"
"8342",NA
"8343","US"
"8344","US"
"8345","US"
"8346",NA
"8347","US"
"8348","GB"
"8349","GB"
"8350","CA"
"8351","CA"
"8352","IT"
"8353","IT"
"8354","AU"
"8355","AU"
"8356","DK"
"8357","DK"
"8358","NO"
"8359","KE"
"8360",NA
"8361",NA
"8362","ID"
"8363","US"
"8364","KE"
"8365","VN"
"8366","TZ"
"8367",NA
"8368",NA
"8369","TZ"
"8370","CN"
"8371","CN"
"8372","CN"
"8373","LA"
"8374","LA"
"8375","TZ"
"8376","DK"
"8377","CA"
"8378","CA"
"8379","CA"
"8380","CA"
"8381","ES"
"8382","IT"
"8383","IT"
"8384","GR"
"8385","GR"
"8386","GR"
"8387","ES"
"8388","IT"
"8389",NA
"8390",NA
"8391",NA
"8392","ES"
"8393","ES"
"8394","ES"
"8395","ES"
"8396","ES"
"8397","ES"
"8398","US"
"8399","US"
"8400","CA"
"8401","US"
"8402","AU"
"8403","GB"
"8404","AU"
"8405","AU"
"8406","MY"
"8407","MY"
"8408","MY"
"8409","MY"
"8410","CA"
"8411","CA"
"8412","ZA"
"8413","ZA"
"8414","ZA"
"8415","AU"
"8416","CA"
"8417","MX"
"8418","MX"
"8419","MX"
"8420","MX"
"8421","MX"
"8422","MX"
"8423","MX"
"8424","MX"
"8425","MX"
"8426","HU"
"8427",NA
"8428","HU"
"8429",NA
"8430",NA
"8431","HU"
"8432","HU"
"8433","HU"
"8434","MX"
"8435",NA
"8436","US"
"8437","US"
"8438","US"
"8439","FR"
"8440","FR"
"8441","RU"
"8442","RU"
"8443","RU"
"8444","RU"
"8445","RU"
"8446","RU"
"8447","RU"
"8448","RU"
"8449","RU"
"8450","SE"
"8451","SE"
"8452","AU"
"8453","AU"
"8454","AU"
"8455","CA"
"8456","CA"
"8457",NA
"8458",NA
"8459",NA
"8460",NA
"8461",NA
"8462",NA
"8463",NA
"8464",NA
"8465",NA
"8466",NA
"8467","US"
"8468","US"
"8469","US"
"8470","US"
"8471",NA
"8472",NA
"8473","IT"
"8474","IT"
"8475","IT"
"8476","LB"
"8477","IT"
"8478","BE"
"8479","BE"
"8480","BE"
"8481","US"
"8482","US"
"8483","US"
"8484","US"
"8485","US"
"8486","US"
"8487","BR"
"8488","BR"
"8489","BJ"
"8490","BJ"
"8491","BJ"
"8492","BJ"
"8493","BJ"
"8494","BJ"
"8495","CA"
"8496","SE"
"8497","SE"
"8498","GB"
"8499","AU"
"8500","NZ"
"8501",NA
"8502","AU"
"8503","NO"
"8504","CA"
"8505","AU"
"8506","AU"
"8507","IN"
"8508","BR"
"8509","PE"
"8510","CL"
"8511","RU"
"8512","PA"
"8513",NA
"8514","SE"
"8515","PK"
"8516","PK"
"8517","DK"
"8518","NO"
"8519","VE"
"8520","NO"
"8521","CL"
"8522","TH"
"8523","CN"
"8524","CN"
"8525","IN"
"8526","IN"
"8527","MM"
"8528","MM"
"8529","KE"
"8530","US"
"8531","CA"
"8532","IN"
"8533","CL"
"8534","IN"
"8535",NA
"8536","CO"
"8537","TH"
"8538","RU"
"8539","NO"
"8540","IN"
"8541","PE"
"8542","MM"
"8543","IN"
"8544","IN"
"8545","RU"
"8546","CO"
"8547","IN"
"8548","AU"
"8549","BR"
"8550","MM"
"8551","IN"
"8552","NO"
"8553","SE"
"8554","SE"
"8555",NA
"8556","NG"
"8557","NG"
"8558","TH"
"8559","CN"
"8560","BR"
"8561","CN"
"8562","CN"
"8563","US"
"8564","CA"
"8565","ZA"
"8566","US"
"8567","US"
"8568","US"
"8569","EG"
"8570","GB"
"8571","GB"
"8572","BW"
"8573","JE"
"8574","JE"
"8575","CA"
"8576","BW"
"8577","ZA"
"8578","ZA"
"8579","BW"
"8580","US"
"8581","GB"
"8582",NA
"8583",NA
"8584",NA
"8585",NA
"8586",NA
"8587","EC"
"8588",NA
"8589","ES"
"8590","MC"
"8591","ES"
"8592","AU"
"8593","AU"
"8594","AU"
"8595","AU"
"8596","AU"
"8597","AU"
"8598","AU"
"8599","AU"
"8600","BW"
"8601",NA
"8602",NA
"8603","CA"
"8604","CA"
"8605","CA"
"8606","ZW"
"8607","ZA"
"8608","US"
"8609","ZW"
"8610","ZW"
"8611",NA
"8612","ZW"
"8613","BW"
"8614","US"
"8615","GB"
"8616","GB"
"8617","US"
"8618","ZA"
"8619","NL"
"8620",NA
"8621",NA
"8622",NA
"8623",NA
"8624",NA
"8625","DE"
"8626","DE"
"8627","DE"
"8628","DE"
"8629","DE"
"8630","DE"
"8631","DE"
"8632","DE"
"8633","DE"
"8634","DE"
"8635","DE"
"8636","DE"
"8637","DE"
"8638","DE"
"8639","DE"
"8640","DE"
"8641","DE"
"8642","DE"
"8643","DE"
"8644","DE"
"8645",NA
"8646",NA
"8647",NA
"8648",NA
"8649",NA
"8650",NA
"8651",NA
"8652",NA
"8653",NA
"8654","DE"
"8655",NA
"8656",NA
"8657",NA
"8658",NA
"8659",NA
"8660",NA
"8661",NA
"8662",NA
"8663",NA
"8664",NA
"8665",NA
"8666",NA
"8667",NA
"8668",NA
"8669",NA
"8670",NA
"8671",NA
"8672","DE"
"8673",NA
"8674",NA
"8675",NA
"8676",NA
"8677",NA
"8678",NA
"8679","US"
"8680","BW"
"8681","BW"
"8682","US"
"8683",NA
"8684",NA
"8685","NO"
"8686","GB"
"8687","AU"
"8688","AU"
"8689",NA
"8690","MX"
"8691","US"
"8692","ZA"
"8693","US"
"8694",NA
"8695",NA
"8696","CA"
"8697","CA"
"8698","CA"
"8699","US"
"8700","US"
"8701","NZ"
"8702","BE"
"8703","US"
"8704",NA
"8705","NZ"
"8706","NZ"
"8707","NZ"
"8708",NA
"8709",NA
"8710",NA
"8711",NA
"8712","NZ"
"8713","ZW"
"8714","KR"
"8715","KR"
"8716","KR"
"8717",NA
"8718",NA
"8719",NA
"8720",NA
"8721",NA
"8722",NA
"8723","MG"
"8724","MG"
"8725","MG"
"8726","US"
"8727","US"
"8728","US"
"8729",NA
"8730",NA
"8731",NA
"8732","ZW"
"8733",NA
"8734",NA
"8735",NA
"8736",NA
"8737",NA
"8738","AU"
"8739","CA"
"8740","CA"
"8741","CA"
"8742","CA"
"8743","CA"
"8744","US"
"8745","CA"
"8746","US"
"8747","US"
"8748","US"
"8749","US"
"8750","CH"
"8751","CA"
"8752","US"
"8753","CA"
"8754","US"
"8755","BR"
"8756","BR"
"8757","MX"
"8758","BR"
"8759","AR"
"8760","CO"
"8761","MX"
"8762","US"
"8763","CA"
"8764","CA"
"8765","CA"
"8766","CA"
"8767","US"
"8768","CA"
"8769","DE"
"8770","US"
"8771","CA"
"8772","US"
"8773","AU"
"8774","US"
"8775","CA"
"8776","US"
"8777","US"
"8778","ZA"
"8779","US"
"8780","CA"
"8781","AU"
"8782","ZA"
"8783","ZA"
"8784","ZA"
"8785","US"
"8786","FR"
"8787","ZA"
"8788","FR"
"8789","ZA"
"8790","US"
"8791","US"
"8792","US"
"8793","US"
"8794","US"
"8795","US"
"8796","US"
"8797","US"
"8798","AU"
"8799","US"
"8800","US"
"8801","US"
"8802","US"
"8803","US"
"8804","US"
"8805","US"
"8806","US"
"8807","US"
"8808","US"
"8809","US"
"8810","KR"
"8811","KR"
"8812","US"
"8813",NA
"8814",NA
"8815",NA
"8816","US"
"8817","US"
"8818","US"
"8819","US"
"8820",NA
"8821",NA
"8822","US"
"8823","DE"
"8824","DE"
"8825","DE"
"8826","NZ"
"8827",NA
"8828",NA
"8829","US"
"8830","US"
"8831","US"
"8832","US"
"8833","CA"
"8834","CA"
"8835","CA"
"8836","CA"
"8837","CA"
"8838","CA"
"8839",NA
"8840","CA"
"8841","RO"
"8842","RO"
"8843","RO"
"8844","AU"
"8845","AU"
"8846","AU"
"8847","AU"
"8848","AU"
"8849","AU"
"8850","AU"
"8851","AU"
"8852","BR"
"8853","BR"
"8854","BR"
"8855","CA"
"8856","CA"
"8857","CA"
"8858","CA"
"8859","CA"
"8860","CA"
"8861","AU"
"8862","AU"
"8863","AU"
"8864","NP"
"8865","CA"
"8866","CA"
"8867","CA"
"8868","CA"
"8869","CA"
"8870","CA"
"8871","CA"
"8872","CA"
"8873","CA"
"8874","CA"
"8875","CA"
"8876","US"
"8877","US"
"8878","BR"
"8879","BR"
"8880",NA
"8881",NA
"8882",NA
"8883","US"
"8884",NA
"8885","DE"
"8886",NA
"8887",NA
"8888","CA"
"8889","US"
"8890","CA"
"8891",NA
"8892",NA
"8893",NA
"8894","TW"
"8895","TW"
"8896","AU"
"8897","DK"
"8898","DK"
"8899","SE"
"8900","SE"
"8901","SE"
"8902","SE"
"8903","SE"
"8904","CO"
"8905","CO"
"8906","NZ"
"8907","IN"
"8908","AU"
"8909","SE"
"8910","SE"
"8911","DE"
"8912","RO"
"8913","RO"
"8914","GB"
"8915","RO"
"8916",NA
"8917","US"
"8918","CA"
"8919","US"
"8920","CA"
"8921","CA"
"8922","US"
"8923",NA
"8924","CA"
"8925","MX"
"8926","MX"
"8927","MX"
"8928","MX"
"8929","MX"
"8930","GB"
"8931","US"
"8932","US"
"8933","PE"
"8934","PE"
"8935",NA
"8936","CA"
"8937","CA"
"8938","CA"
"8939","CA"
"8940","CA"
"8941","GB"
"8942","CA"
"8943","CA"
"8944","ZA"
"8945","US"
"8946","CA"
"8947","CA"
"8948","CA"
"8949","CA"
"8950","CA"
"8951","CA"
"8952","US"
"8953","CA"
"8954","CA"
"8955","GB"
"8956","CA"
"8957",NA
"8958","CA"
"8959","CA"
"8960","CA"
"8961","CA"
"8962",NA
"8963","CA"
"8964","CA"
"8965","CA"
"8966","CA"
"8967",NA
"8968","NO"
"8969","CA"
"8970",NA
"8971","CA"
"8972",NA
"8973","CA"
"8974","CA"
"8975","CA"
"8976","CA"
"8977","CA"
"8978","CA"
"8979",NA
"8980",NA
"8981",NA
"8982","CA"
"8983","CA"
"8984","CA"
"8985","FR"
"8986","US"
"8987",NA
"8988","US"
"8989",NA
"8990","US"
"8991",NA
"8992","US"
"8993","US"
"8994","PT"
"8995","PT"
"8996","PT"
"8997","AU"
"8998",NA
"8999",NA
"9000",NA
"9001",NA
"9002",NA
"9003",NA
"9004","AU"
"9005","AU"
"9006","CA"
"9007","CA"
"9008","CA"
"9009","CA"
"9010","CA"
"9011","CA"
"9012","CA"
"9013","CA"
"9014","US"
"9015","US"
"9016","US"
"9017","US"
"9018","US"
"9019","PF"
"9020","US"
"9021","US"
"9022","US"
"9023","US"
"9024","FR"
"9025","BR"
"9026","BR"
"9027","BR"
"9028","AU"
"9029","NZ"
"9030","NZ"
"9031","NZ"
"9032","NZ"
"9033","NZ"
"9034","NZ"
"9035","US"
"9036","US"
"9037","US"
"9038","IT"
"9039","IT"
"9040","IT"
"9041","GB"
"9042","GB"
"9043","GB"
"9044","ZA"
"9045","AU"
"9046","CA"
"9047",NA
"9048","ES"
"9049",NA
"9050",NA
"9051",NA
"9052",NA
"9053","GB"
"9054","KE"
"9055","DK"
"9056","SE"
"9057","KE"
"9058","SE"
"9059","US"
"9060","US"
"9061","CA"
"9062","CA"
"9063",NA
"9064",NA
"9065",NA
"9066","CA"
"9067","MX"
"9068","MX"
"9069","MX"
"9070","MX"
"9071","MX"
"9072",NA
"9073","MX"
"9074","ZA"
"9075","ZA"
"9076","ZA"
"9077","MG"
"9078","MG"
"9079","ZA"
"9080","NZ"
"9081",NA
"9082","NZ"
"9083","NZ"
"9084","AR"
"9085","AR"
"9086","AR"
"9087","US"
"9088","CA"
"9089","CA"
"9090",NA
"9091","CA"
"9092","CA"
"9093","CA"
"9094",NA
"9095","CL"
"9096","CL"
"9097","CL"
"9098","BR"
"9099","BR"
"9100","US"
"9101","US"
"9102","US"
"9103","US"
"9104","US"
"9105","US"
"9106","US"
"9107","US"
"9108","US"
"9109","CA"
"9110",NA
"9111","CA"
"9112","CA"
"9113","CA"
"9114","CA"
"9115","CA"
"9116","CA"
"9117",NA
"9118","CA"
"9119","AU"
"9120","AU"
"9121","AU"
"9122","LA"
"9123",NA
"9124",NA
"9125","LA"
"9126","BR"
"9127","BR"
"9128","US"
"9129","BR"
"9130","BR"
"9131","BR"
"9132","AU"
"9133","AU"
"9134","AU"
"9135","AU"
"9136","AU"
"9137","AR"
"9138","AR"
"9139","AR"
"9140","AR"
"9141","AR"
"9142","PT"
"9143","ZA"
"9144","PT"
"9145",NA
"9146",NA
"9147","GW"
"9148","GW"
"9149","GW"
"9150","PT"
"9151","CA"
"9152",NA
"9153","CA"
"9154","CA"
"9155",NA
"9156",NA
"9157","CA"
"9158","US"
"9159","US"
"9160","GB"
"9161","CA"
"9162","CA"
"9163","CA"
"9164",NA
"9165",NA
"9166",NA
"9167",NA
"9168","CN"
"9169","AT"
"9170","CN"
"9171","CN"
"9172","CN"
"9173","IT"
"9174","US"
"9175","SG"
"9176","IT"
"9177","CN"
"9178","IT"
"9179","US"
"9180","US"
"9181","US"
"9182","FR"
"9183","SN"
"9184","US"
"9185","FR"
"9186",NA
"9187",NA
"9188","CA"
"9189","US"
"9190","CA"
"9191","CA"
"9192","CA"
"9193","CN"
"9194","US"
"9195",NA
"9196","CN"
"9197","CN"
"9198","CA"
"9199","CA"
"9200","BR"
"9201","MY"
"9202","MY"
"9203","MY"
"9204","MY"
"9205","IN"
"9206","IN"
"9207","AU"
"9208",NA
"9209",NA
"9210",NA
"9211",NA
"9212","AU"
"9213",NA
"9214","CA"
"9215","MX"
"9216","MX"
"9217","MX"
"9218","MX"
"9219","MX"
"9220",NA
"9221","MX"
"9222","US"
"9223",NA
"9224",NA
"9225",NA
"9226",NA
"9227","US"
"9228",NA
"9229","AU"
"9230",NA
"9231","AU"
